id	Path	Artist	Title	Material	Dimensions	Signature/Inscriptions	Provenance	Source	Accession Number(s)	Name	Description	Artist Sort	Keywords	Height	Width	Foreground R	Foreground B	Foreground G	H	S	V	x	y
WA1940.1.29	WA1940.1.29.jpg	Bolognese Artist (c.1610)	The Infant Christ with the Instruments of the Passion	oil on copper	23 x 179 cm		Dr Robert Bragge; Benjamin West; W.G. Coesvelt; Samuel Rogers; Baroness Burdett-Coutts	Bequeathed by Frank Hindley Smith, 1939	WA1940.1.29	Spear 1982, I, p. 231	The Infant Christ with the instruments of the Passion was a popular subject in the Counter-Reformation, with Christ most commonly shown either sleeping, or in prayer; A647 is unusual in showing the attitude of Christ in Judgement. A replica on panel was in the Northbrook collection. A plausible attribution has been suggested to Innocenzo Tacconi (1575-post 1625).	Anonymous, Bolognese Artist c.1610	one, adult, people, woman, wear, portrait, seat, sit, art, painting, position, furniture, facial expression, sitting, girl, music, outdoors, barefoot, daylight, two	23.0	179	147.0	140.0	95.0	51.0	0.35	0.58	-2.325073595425835	-23.758807029723325
WA1940.1.2	WA1940.1.2.jpg	Frederick James Porter (1883 - 1944)	Peonies in a yellow Vase	oil on canvas	65 x 54 cm	Signed and dated: <em>PORTER 1921</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.2		The subject and manner of painting recall the work of Duncan Grant, with whom Porter shared a study at 8 Fitzroy Street at the time he painted this still life.	Porter, Frederick James 1883 - 1944	art, painting, decoration, religion, vase, old, artistic, antique, illustration, handmade, flower, ancient, vintage, wall, color, art, interior, design, no person, desktop	65.0	54	169.0	168.0	155.0	55.0	0.08	0.66	11.941698346478692	5.67977254459635
WA1940.1.33	WA1940.1.33.jpg	Louis-Adolphe Hervier (1818 - 1879)	The Outskirts of a Village	oil on canvas	23 x 33 cm	Signed and dated: <em>A Hervier 1852</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.33		Hervier worked extensively as a landscape painter and printmaker in northern France. The spotted, lively handling of paint and choice of subject in this little painting are marked by the influence of Eug&egrave;ne Isabey with whom Hervier studied. Hervier's manner is, however, crisper than Isabey's. He handled paint and watercolour with an easy virtuosity and attracted notable support from Gautier, Corot and the Goncourt brothers among others, but had little commercial success.	Hervier, Louis-Adolphe 1818 - 1879	no person, calamity, landscape, tree, outdoors, fog, storm, water, travel, weather, mist, daylight, vehicle, rain, cropland, nature, people, pollution, environment, sky	23.0	33	200.0	195.0	183.0	42.0	0.09	0.78	12.718336222902575	-4.0357437009546775
WA1940.1.34	WA1940.1.34.jpg	Jean Hippolyte Marchand (1882 - 1941)	Les Terrasses	oil on canvas	55 x 66 cm	Signed: <em>JHMarchand</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.34		Marchand was trained at the Ecole des Beaux-Arts in Paris. His landscapes recall the work of C&eacute;zanne and Gauguin. At an early stage, he became known as a painter who was able to give his compositions a clear structure, create forms and evoke emotions through shape and colour. In this case, as in other landscapes painted shortly after the First World War, he confined the architecture to the background, drawing a sharp contrast with the trees and abbreviated figures in the foreground.	Marchand, Jean Hippolyte 1882 - 1941	painting, art, illustration, war, tree, print, battle, no person, combat, lithograph, people, military, army, house, building, architecture, cavalry, outdoors, mammal, weapon	55.0	66	169.0	155.0	120.0	42.0	0.29	0.66	5.890057485684304	2.7887536244792672
WA1940.1.35	WA1940.1.35.jpg	Copy after Guido Reni (1575 - 1642)	The Holy Trinity adored by Angels	oil on canvas	67.1 x 46 cm			Bequeathed by Frank Hindley Smith, 1939	WA1940.1.35	Pepper 1984, p. 251, under no. 100	This traditional subject was revitalized in the Counter-Reformation period. God the Father is enthroned in the heavens and surrounded by cherubim and the dove of the Holy Spirit is poised above the crucified Christ. A652a is a small, freely-handled copy, dating from the mid or late 17th century, of Reni's painting for the high altar of S. Trinit&agrave; dei Pellegrini, Rome, commissioned by Cardinal Lodovico Ludovisi in 1624 and completed in July 1626.	Reni, Guido , Copy after 1575 - 1642	art, painting, illustration, saint, religion, god, Renaissance, book, baroque, cross, holy, people, Gospel, print, church, spirituality, Mary, adult, woman, aura	67.1	46	148.0	132.0	68.0	47.0	0.54	0.58	-1.5744667505809768	-15.171863062155357
WA1940.1.4	WA1940.1.4.jpg	Pierre-Auguste Renoir (1841 - 1919)	A Garden in Montmartre	oil on canvas	46 x 55 cm	Signed: <em>Renoir</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.4		A late painting, perhaps dating from the 1890s.	Renoir, Pierre-Auguste 1841 - 1919	tree, outdoors, landscape, no person, nature, wood, travel, water, people, park, environment, grass, sky, summer, recreation, scenic, leaf, daylight, leisure, man	46.0	55	142.0	150.0	145.0	142.0	0.05	0.59	0.24716788860960198	3.328298848936434
WA1940.1.6	WA1940.1.6.jpg	&Eacute;douard Manet (1832 - 1883)	Landscape with a Village Church	oil on canvas	30 x 44 cm	Signed: <em>Manet</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.6		Pure landscape is not common in Manet's work despite his friendship with the Impressionists. The subdued colour and light, thin brushwork suggests that this view of an unidentified town dates from the early 1870s.	Manet, ?douard 1832 - 1883	no person, print, water, vehicle, art, illustration, military, painting, transportation system, lithograph, tree, people, travel, combat, war, group, landscape, outdoors, river, dawn	30.0	44	184.0	167.0	155.0	24.0	0.16	0.72	11.928976629580415	1.5065747092869282
WA1940.1.8	WA1940.1.8.jpg	Matthew Smith (1879 - 1959)	Still Life of Flowers	oil on canvas	66 x 57 cm	Signed in monogram:<em>MS</em>		Bequeathed by Frank Hindley Smith, 1939	WA1940.1.8		After studying at the Slade School from 1905 to 1908, Smith spent a year in Pont Aven and later joined Matisse's class. After the First World War he returned to France and in the mid-1920s, the date of A626, he painted a series of nudes and still lifes with a new bravura. He painted directly from the subject without any preliminary studies.	Smith, Matthew 1879 - 1959	painting, art, no person, religion, decoration, watercolor, color, color, art, artistic, pattern, motley, watercolor, people, flower, food, handmade, group, fish, god	66.0	57	175.0	123.0	122.0	1.0	0.3	0.69	-0.8667819751234078	8.434798065578484
WA1940.20	WA1940.20.jpg	Karel Du Jardin (1622 - 1678)	Farmyard with Animals	oil on canvas	45 x 40 cm	Signed: <em>K DV JARDIN</em>	Leendert de Neufville; Niewenhoven; (?)Oudermoole; Bicker; Teengs; Gruyter, Alexander Baring; by descent to Lady Ashburton; Alfred de Rothschild; Countess of Carnarvon	Presented by T.W.H. Ward, 1940	WA1940.20		Du Jardin was principally a painter and etcher of landscapes but dealt with a wide range of subjects. By comparison with other paintings, this farmyard scene has been dated to the second half of the 1650s when he was living first in Amsterdam and then in The Hague.	Du Jardin, Karel 1622 - 1678	people, farm, home, sheep, cattle, barn, livestock, mammal, group, agriculture, no person, two, agriculture, farmhouse, house, adult, goat, cavalry, child, one	45.0	40	172.0	177.0	164.0	83.0	0.07	0.69	-11.031995781801445	-1.1950170470220534
WA1940.2.10	WA1940.2.10.jpg	Abraham van Beyeren (1620/1 - 1690)	Still Life with a silver Wine-jar and a reflected portrait of the artist	oil on canvas	102 x 85 cm	Signed in monogram: <em>AvB</em>	M. van Eyck; Earl of Clancarty; Rodolfe Kann; Carl von Hollitscher, Berlin; Clement Bayard	Bequeathed by Daisy Linda Ward, 1939	WA1940.2.10	Meijer 2003, no. 12	This abundant still life includes a pewter dish with two oysters, a half-peeled lemon, bread, a pomegranate, grapes, a watch with key-ribbon, a Wan-li porcelain bowl containing an orange and a lemon, a gilt cup, a silver wine-jar, a glass of white wine and pewter dish and cut ham on a plaited straw basket. These objects can be found in different combinations in the artist's work from 1655 onwards. A similar still life in a private collection, dated 1657, may be contemporary. The silver wine-jar reflecting the artist at work wearing a hat is seen in a number of still lifes, including a particularly sumptuous example in The Mauritshuis in The Hague. It has been noted that the pitcher appears in all these works in exactly the same position, suggesting that the artist did not own this expensive vessel but relied upon a drawing as a model for each of these works. Unlike a normal reflection which reverses the image, van Beyeren's image on the jar shows an artist painting with his right hand, ie. a reflection of a left-handed artist. It may be that van Beyeren was left-handed but it may also be that he improvised his reflection without troubling to reverse the image.	Beyeren, Abraham van 1620/1 - 1690	still life, no person, food, art, table, decoration, group, glass, desktop, religion, candle, restaurant, traditional, oil, luxury, color, container, dish, shellfish, light	102.0	85	167.0	150.0	103.0	44.0	0.38	0.65	3.213802411475239	-21.803731130103092
WA1940.2.11	WA1940.2.11.jpg	Abraham van Beyeren (1620/1 - 1690)	Still Life with a Lobster and Turkey	oil on canvas	91 x 112 cm			Bequeathed by Daisy Linda Ward, 1939	WA1940.2.11	Meijer 2003, no. 10	This sumptuous composition includes a number of accessories which appear in different arrangements in many of van Beyeren's paintings. The silver-gilt standing cup-and-cover appears frequently throughout his work. The lobster, a similar cup-and-cover, lemon, dish, melon and tazza all reappear in a still life in the Metropolitan Museum, New York which is also undated but, like this still life, may predate his earliest dated work of 1653.	Beyeren, Abraham van 1620/1 - 1690	candle, religion, celebration, decoration, people, group, Christmas, art, no person, party, banquet, wine, ceremony, table, glass, still life, candlestick, food, traditional, wedding	91.0	112	178.0	149.0	101.0	37.0	0.43	0.7	3.8325317537546817	-16.65676061766397
WA1940.2.12	WA1940.2.12.jpg	Abraham van Beyeren (1620/1 - 1690)	Still Life with Fruit	oil on canvas	75 x 60 cm	Signed: <em>AVB f</em>(AVB in monogram)		Bequeathed by Daisy Linda Ward, 1939	WA1940.2.12	Meijer 2003, no. 13	Dated on grounds of style to the 1660s. The accessories - the peeled lemon, grapes, pewter dish with knife, the cut peach, prawns and the oriental rug - appear in other still lifes by van Beyeren, although the oriental rug is not as common as the others.	Beyeren, Abraham van 1620/1 - 1690	food, no person, wine, decoration, glass, still life, shellfish, desktop, table, party, restaurant, seafood, candle, color, traditional, drink, vegetable, glass, fish, grow	75.0	60	174.0	151.0	93.0	42.0	0.47	0.68	9.559886497692748	-18.561603270759736
WA1940.2.13	WA1940.2.13.jpg	Hans Bollongier (c.1600 - 1650)	A Vase of Flowers	oil on panel	45 x 32 cm	Signed: <em>Ano 1636. HB.</em>(HB in monogram)		Bequeathed by Daisy Linda Ward, 1939	WA1940.2.13	Meijer 2003, no. 15	Bollongier was one of the few painters of the first half of the 17th century in Haarlem who specialised in painting flowers. His work seems to have been influenced by the Bosschaert school but with an added naturalism in the arrangement of the flowers. The glass container in this painting was a favourite accessory. It appears first in a work of 1627 and for the last time in a flower piece of 1639 (Rijksmuseum, Amsterdam).	Bollongier, Hans c.1600 - 1650	flower, still life, no person, art, painting, decoration, color, vintage, petal, leaf, floral, desktop, rose, card, food, flora, group, blur, beautiful, grow	45.0	32	159.0	125.0	84.0	32.0	0.47	0.62	-7.606722585359874	-14.503459669548034
WA1940.2.14	WA1940.2.14.jpg	Johannes Borman (active 1653 - in or after 1660)	Still Life of Fruit	oil on panel	32 x 41 cm	Signed: <em>JBorman f.</em>		Bequeathed by Daisy Linda Ward, 1939	WA1940.2.14	Meijer 2003, no. 16	Borman's work consists mainly of fruit pieces, although a few flower paintings are known. He was active in Leiden in The Hague. This fairly modest still life is characteristic of his work. A pewter plate with a peach and cut orange is placed on a ledge. Beside and behind are walnuts, a bunch of grapes and a glass of white wine. A butterfly hovers over the grapes.	Borman, Johannes active 1653 - in or after 1660	fruit, apple, food, still life, grow, no person, sweet, berry, color, table, confection, desktop, group, drink, pear, light, bowl, fall, decoration, leaf	32.0	41	177.0	132.0	67.0	35.0	0.62	0.69	13.730362836774802	-25.290288439910828
WA1940.2.15	WA1940.2.15.jpg	Ambrosius Bosschaert (1573 - 1621)	A Vase of Flowers	oil on copper	37.5 x 26.9 cm	Signed in monogram: <em>AB</em>		Bequeathed by Daisy Linda Ward, 1939	WA1940.2.15	Meijer 2003, no. 17	When Bosschaert was about thirty, he took up painting still life, a genre in which he became an important influence on other painters, including his brother-in-law and pupil, Balthasar van der Ast. He used a variety of blooms, painting them carefully and separately in a central arrangement. The general design of this still life is similar to a flower piece, dated 1609, in the Kunsthistorisches Museum, Vienna. The two paintings are probably contemporary.	Bosschaert, Ambrosius 1573 - 1621	no person, flower, decoration, still life, candle, art, celebration, color, nature, painting, group, leaf, food, desktop, religion, rose, flame, wood, flora, flower arrangement	37.5	26.9	186.0	168.0	137.0	37.0	0.26	0.73	5.570198482502317	-19.35266405173345
WA1940.2.16	WA1940.2.16.jpg	Elias van den Broeck (1649/50 - 1708)	A Vase of Flowers	oil on canvas	90 x 71 cm	Signed: <em>VD.Broeck.f</em>		Bequeathed by Daisy Linda Ward, 1939	WA1940.2.16	Meijer 2003, no. 19	It has been suggested that similarities between the radiant lighting used in this painting and similar effects in still-life paintings by Philip van Kouwenbergh indicate that this painting may date from the 1690s when van Kouwenbergh was in van den Broeck's studio. Like many of the artist's flower pieces, this one is arranged in a diagonal of overflowing blooms which partly conceal the glass vase.	Broeck, Elias van den 1649/50 - 1708	art, painting, no person, fall, still life, illustration, decoration, color, pumpkin, Halloween, leaf, grave, flower, celebration, nature, color, light, group, Thanksgiving, flower arrangement	90.0	71	164.0	110.0	63.0	27.0	0.62	0.64	12.908370883524423	-24.335679765727196
WA1940.2.17	WA1940.2.17.jpg	attributed to Jan Brueghel the Younger (1601 - 1678)	A Vase of Flowers	oil on panel	47 x 35 cm			Bequeathed by Daisy Linda Ward, 1939	WA1940.2.17	Meijer 2003, no. 21	Although the design of this painting is clearly very close to the work of Jan Brueghel I, some weaknesses in the technique have led scholars to suggest that this might be the work of a follower, perhaps by his son, Jan Brueghel II, who took over his father's studio in Antwerp following the death of Jan I in 1625. There exists a close variant of the Oxford painting by Jan I (Sotheby Parke Bernet, 13 January 1978, lot 127).	Brueghel the Younger, Jan , attributed to 1601 - 1678	flower, no person, decoration, leaf, still life, art, painting, color, rose, card, flora, flower arrangement, vase, floral, bouquet, celebration, desktop, nature, illustration, love	47.0	35	180.0	140.0	93.0	32.0	0.48	0.71	6.770707087196052	-20.346313796411266
